INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,PERSON_AGE,PERSON_RACE,MENTAL_HEALTH_CONCERNS,CRIMINAL_HISTORY,WOUNDED,DECEASED,ON_PROBATION,ON_PAROLE,UNDER_THE_INFLUENCE,SUBSTANCE_NAME,#_INVOLVED_DEPUTIES,WEAPON_INVOLVED_CATEGORY,WEAPON_INVOLVED_CAT_DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1001098,HIT SHOOTING INCIDENT,3/14/17 14:31,13700 MULBERRY DRIVE,WHITTIER,CA,90605,492,"13700 MULBERRY DRIVE
WHITTIER, CA 90605
(33.94865, -118.036441)",22,HISPANIC,N,Y,Y,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.94865,-118.036441
1000811,HIT SHOOTING INCIDENT,8/2/16 21:00,31500 CASTAIC ROAD,CASTIAC,CA,91558,674,"31500 CASTAIC ROAD
CASTIAC, CA 91558
(34.490701, -118.617673)",51,WHITE,N,N,N,Y,Y,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.490701,-118.617673
1000388,HIT SHOOTING INCIDENT,3/7/12 14:49,10300 LOU DILLON AVENUE,LOS ANGELES,CA,90059,2199,"10300 LOU DILLON AVENUE
LOS ANGELES, CA 90059
(33.943123, -118.234839)",22,HISPANIC,N,Y,N,Y,N,N,Y,ALCOHOL,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.943123,-118.234839
1002016,HIT SHOOTING INCIDENT,10/15/20 4:01,1000 WEST 108TH STREET,LOS ANGELES,CA,90044,375,"1000 WEST 108TH STREET
LOS ANGELES, CA 90044
(33.938177, -118.293998)",47,BLACK,N,N,,Y,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.938177,-118.293998
1001930,HIT SHOOTING INCIDENT,6/7/20 2:23,17300 RAILROAD STREET,INDUSTRY,CA,91748,1418,"17300 RAILROAD STREET
INDUSTRY, CA 91748
(34.002388, -117.92806)",35,WHITE,N,N,,Y,,,,,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.002388,-117.92806
1000489,HIT SHOOTING INCIDENT,6/24/14 21:51,POINSETTIA AVENUE AND PALMER STREET,COMPTON,CA,90221,2824,"POINSETTIA AVENUE AND PALMER STREET
COMPTON, CA 90221
(33.89835897549747, -118.2095000156428)",24,BLACK,N,Y,N,Y,N,Y,Y,MARIJUANA,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.89835898,-118.2095
1001931,HIT SHOOTING INCIDENT,6/12/20 22:30,38300 20TH STREET EAST,PALMDALE,CA,93550,2608,"38300 20TH STREET EAST
PALMDALE, CA 93550
(34.580034, -118.092271)",25,H,N,N,,Y,,,,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.580034,-118.092271
1000894,HIT SHOOTING INCIDENT,10/4/16 12:55,400 COLORADO AVENUE,SANTA MONICA,CA,90401,6637,"400 COLORADO AVENUE
SANTA MONICA, CA 90401
(34.013914, -118.492011)",31,WHITE,N,N,Y,N,N,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.013914,-118.492011
1000496,HIT SHOOTING INCIDENT,8/18/14 11:30,8800 ARTESIA BOULEVARD,BELLFLOWER,CA,90706,1335,"8800 ARTESIA BOULEVARD
BELLFLOWER, CA 90706
(33.874752, -118.14454)",38,BLACK,Y,Y,N,Y,Y,N,Y,CNS STIMULANT,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.874752,-118.14454
1000525,HIT SHOOTING INCIDENT,5/13/15 17:41,100 NORTH LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"100 NORTH LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.896088, -118.207962)",17,BLACK,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896088,-118.207962
1000482,HIT SHOOTING INCIDENT,4/13/14 16:05,3400 MARTIN LUTHER KING JR. BOULEVARD,LYNWOOD,CA,90262,2112,"3400 MARTIN LUTHER KING JR. BOULEVARD
LYNWOOD, CA 90262
(33.936467, -118.209777)",44,HISPANIC,N,N,Y,N,N,N,Y,ALCOHOL,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.936467,-118.209777
1000426,HIT SHOOTING INCIDENT,11/10/12 22:18,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,2137,"1900 EAST 122ND STREET
LOS ANGELES, CA 90222
(33.921702, -118.23899)",37,HISPANIC,N,Y,N,Y,N,Y,Y,MARIJUANA,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.921702,-118.23899
1001329,HIT SHOOTING INCIDENT,11/28/17 22:18,21300 BOTTLETREE LANE,SANTA CLARITA,CA,91321,627,"21300 BOTTLETREE LANE
SANTA CLARITA, CA 91321
(34.377031, -118.510765)",29,HISPANIC,N,Y,Y,N,Y,Y,N,,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.377031,-118.510765
1001709,NON-HIT SHOOTING INCIDENT,6/6/19 19:30,13100 SOUTH SAN PEDRO STREET,LOS ANGELES,CA,90061,2141,"13100 SOUTH SAN PEDRO STREET
LOS ANGELES, CA 90061
(33.913832, -118.269619)",21,BLACK,N,N,,,,,,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.913832,-118.269619
1000697,HIT SHOOTING INCIDENT,3/16/16 4:27,6400 HOLMES AVENUE,LOS ANGELES,CA,90001,2171,"6400 HOLMES AVENUE
LOS ANGELES, CA 90001
(33.981125, -118.241486)",23,HISPANIC,N,N,N,Y,,,,,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.981125,-118.241486
1000437,NON-HIT SHOOTING INCIDENT,5/1/13 15:10,109TH STREET AND WILMINGTON AVENUE,LOS ANGELES,CA,90059,2199,"109TH STREET AND WILMINGTON AVENUE
LOS ANGELES, CA 90059
(33.93709699699831, -118.23902601052143)",18,HISPANIC,N,Y,N,N,N,N,Y,HALLUCINOGEN,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.937097,-118.239026
1000509,NON-HIT SHOOTING INCIDENT,12/23/14 18:16,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",17,HISPANIC,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.989917,-118.064027
1000683,HIT SHOOTING INCIDENT,2/11/16 18:42,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",45,WHITE,N,Y,N,Y,Y,N,N,,3,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.682284,-118.079249
1000532,HIT SHOOTING INCIDENT,7/5/15 21:41,12200 216TH STREET,LAKEWOOD,CA,90716,1352,"12200 216TH STREET
LAKEWOOD, CA 90716
(33.833279, -118.071703)",33,HISPANIC,N,Y,N,Y,Y,Y,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.833279,-118.071703
1000513,NON-HIT SHOOTING INCIDENT,2/5/15 17:29,1600 E. GLADWICK STREET,CARSON,CA,90746,1616,"1600 E. GLADWICK STREET
CARSON, CA 90746
(33.85268, -118.2417)",26,BLACK,N,Y,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.85268,-118.2417
1000379,HIT SHOOTING INCIDENT,1/21/12 23:03,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",26,HISPANIC,Y,Y,N,Y,Y,Y,Y,ALCOHOL,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.685839,-118.147972
1000402,HIT SHOOTING INCIDENT,5/23/12 10:48,1000 W STOCKWELL STREET,COMPTON,CA,90222,2812,"1000 W STOCKWELL STREET
COMPTON, CA 90222
(33.909089, -118.243098)",19,HISPANIC,N,N,Y,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909089,-118.243098
1002077,HIT SHOOTING INCIDENT,3/14/21 13:50,100 N. ROWAN AVENUE,EAST LOS ANGELES,CA,90063,275,"100 N. ROWAN AVENUE
EAST LOS ANGELES, CA 90063
(34.037864, -118.186938)",34,H,Y,N,N,Y,,,,,4,N/A,Not Applicable,34.037864,-118.186938
1000357,NON-HIT SHOOTING INCIDENT,7/23/11 1:58,9200 WOODLEY AVENUE,LOS ANGELES,CA,91343,6885,"9200 WOODLEY AVENUE
LOS ANGELES, CA 91343
(34.237522, -118.485047)",27,WHITE,N,Y,N,N,Y,Y,Y,MARIJUANA,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.237522,-118.485047
1001946,HIT SHOOTING INCIDENT,7/30/20 14:59,44800 FENHOLD STREET,LANCASTER,CA,93535,1135,"44800 FENHOLD STREET
LANCASTER, CA 93535
(34.697772, -118.104354)",56,BLACK,N,Y,Y,,,,,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.697772,-118.104354
1000511,NON-HIT SHOOTING INCIDENT,1/18/15 2:07,PENNSYLVANIA AVENUE AND 246TH PLACE,LOMITA,CA,90717,1711,"PENNSYLVANIA AVENUE AND 246TH PLACE
LOMITA, CA 90717
(33.80162718333326, -118.32536386197714)",31,HISPANIC,Y,Y,N,N,N,N,Y,CNS DEPRESSANT,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.80162718,-118.3253639
1000373,HIT SHOOTING INCIDENT,1/4/12 15:28,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,530,"9300 E. VALLEY BLVD
ROSEMEAD, CA 91770
(34.081073, -118.066791)",40,ASIAN-PACIFIC-ISL,Y,N,N,Y,,,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.081073,-118.066791
1000352,HIT SHOOTING INCIDENT,5/24/11 6:44,2000 EAST 76TH STREET,LOS ANGELES,CA,90001,2173,"2000 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971921, -118.236815)",18,HISPANIC,N,N,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.971921,-118.236815
1000378,NON-HIT SHOOTING INCIDENT,1/28/12 8:26,10800 DALEROSE AVENUE,LENNOX,CA,90304,382,"10800 DALEROSE AVENUE
LENNOX, CA 90304
(33.937831, -118.360227)",18,HISPANIC,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.937831,-118.360227
1001541,NON-HIT SHOOTING INCIDENT,5/4/18 14:22,"4000 YANKEE DRIVE, AGOURA HILLS, CA. 91301",MALIBU,CA,91301,2225,"4000 YANKEE DRIVE, AGOURA HILLS, CA. 91301
MALIBU, CA 91301
(34.132992, -118.726287)",,,N,Y,,,,,,,1,,,34.132992,-118.726287
1000294,NON-HIT SHOOTING INCIDENT,4/2/10 21:50,800 S. MAYO STREET,COMPTON,CA,90221,2843,"800 S. MAYO STREET
COMPTON, CA 90221
(33.889609, -118.212193)",23,HISPANIC,N,N,N,N,,,Y,ALCOHOL,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.889609,-118.212193
1000353,HIT SHOOTING INCIDENT,5/25/11 20:33,11600 SOUTH CENTRAL AVENUE,LOS ANGELES,CA,90059,2131,"11600 SOUTH CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.929468, -118.25428)",19,HISPANIC,N,Y,N,Y,Y,N,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.929468,-118.25428
1000411,HIT SHOOTING INCIDENT,8/3/12 18:00,38500 LARKIN AVENUE,PALMDALE,CA,93550,2611,"38500 LARKIN AVENUE
PALMDALE, CA 93550
(34.582596, -118.121879)",31,HISPANIC,N,Y,N,Y,Y,N,Y,HALLUCINOGEN,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.582596,-118.121879
1000377,NON-HIT SHOOTING INCIDENT,1/25/12 17:35,400 WEST SPRUCE STREET,COMPTON,CA,90220,2814,"400 WEST SPRUCE STREET
COMPTON, CA 90220
(33.902653, -118.230139)",23,BLACK,N,N,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.902653,-118.230139
1000469,HIT SHOOTING INCIDENT,11/5/13 10:10,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",38,HISPANIC,N,Y,Y,N,Y,Y,N,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.849207,-118.191563
1000996,HIT SHOOTING INCIDENT,1/9/17 13:48,4200 NORTH MOUNTAIN VIEW AVENUE,SAN BERNARDINO,CA,92407,,"4200 NORTH MOUNTAIN VIEW AVENUE
SAN BERNARDINO, CA 92407
(34.16825, -117.287257)",18,BLACK,N,Y,Y,N,Y,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.16825,-117.287257
1000833,HIT SHOOTING INCIDENT,8/17/16 14:49,13600 ROSCOE BOULEVARD,PANORAMA CITY,CA,91402,6884,"13600 ROSCOE BOULEVARD
PANORAMA CITY, CA 91402
(34.221645, -118.428888)",55,BLACK,Y,Y,Y,N,N,Y,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.221645,-118.428888
1000493,HIT SHOOTING INCIDENT,8/1/14 4:49,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",24,HISPANIC,N,Y,N,Y,Y,Y,N,,5,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.993633,-118.087458
1000495,HIT SHOOTING INCIDENT,8/10/14 3:46,11800 MAIN STREET,LOS ANGELES,CA,90061,2199,"11800 MAIN STREET
LOS ANGELES, CA 90061
(33.926472, -118.273893)",19,HISPANIC,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926472,-118.273893
1001769,HIT SHOOTING INCIDENT,10/6/19 22:40,8200 REXALL AVE,WHITTIER,CA,90606,1578,"8200 REXALL AVE
WHITTIER, CA 90606
(33.968588, -118.073148)",37,HISPANIC,Y,N,,Y,,,,,3,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.968588,-118.073148
1001947,HIT SHOOTING INCIDENT,8/7/20 1:08,"1100 LOCATION #1 1107 S. HACIENDA BLVD, 
LOCATION #2 13361 CROSSROADS PARKWAY",HACIENDA HEIGHTS,CA,91745,1410,"1100 LOCATION #1 1107 S. HACIENDA BLVD, LOCATION #2 13361 CROSSROADS PARKWAY
HACIENDA HEIGHTS, CA 91745
(34.010588, -117.963152)",,HISPANIC,N,N,Y,,,,,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.010588,-117.963152
1000295,HIT SHOOTING INCIDENT,4/13/10 21:10,900 S. KERN AVENUE,EAST LOS ANGELES,CA,90022,284,"900 S. KERN AVENUE
EAST LOS ANGELES, CA 90022
(34.021752, -118.165857)",28,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",34.021752,-118.165857
1000477,HIT SHOOTING INCIDENT,1/26/14 23:11,2400 EAST 126TH STREET,COMPTON,CA,90222,2138,"2400 EAST 126TH STREET
COMPTON, CA 90222
(33.91802, -118.229482)",43,HISPANIC,N,Y,Y,N,N,N,Y,ALCOHOL,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.91802,-118.229482
1000456,HIT SHOOTING INCIDENT,9/10/13 1:30,4000 ALMANZA LANE AND MILLER AVENUE,EAST LOS ANGELES,CA,90063,272,"4000 ALMANZA LANE AND MILLER AVENUE
EAST LOS ANGELES, CA 90063
(34.05272684942028, -118.1783855814234)",23,HISPANIC,N,N,N,Y,Y,N,Y,MARIJUANA,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.05272685,-118.1783856
1000975,HIT SHOOTING INCIDENT,12/24/16 16:45,3400 GREENGLADE AVE,PICO RIVERA,CA,90660,1511,"3400 GREENGLADE AVE
PICO RIVERA, CA 90660
(34.017974, -118.065606)",48,ASIAN-PACIFIC ISL,Y,N,N,Y,N,N,N,,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.017974,-118.065606
1001767,HIT SHOOTING INCIDENT,6/18/19 10:29,"1500 WEST CARSON STREET,",LONG BEACH,CA,90810,1699,"1500 WEST CARSON STREET,
LONG BEACH, CA 90810
(33.831732, -118.212553)",25,HISPANIC,N,N,Y,N,,,N,,7,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.831732,-118.212553
1001767,HIT SHOOTING INCIDENT,6/18/19 10:29,"1500 WEST CARSON STREET,",LONG BEACH,CA,90810,1699,"1500 WEST CARSON STREET,
LONG BEACH, CA 90810
(33.831732, -118.212553)",24,HISPANIC,N,N,Y,N,,,N,,7,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.831732,-118.212553
1000687,HIT SHOOTING INCIDENT,2/24/16 17:14,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",26,HISPANIC,N,N,N,Y,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.887057,-118.100431
1000416,NON-HIT SHOOTING INCIDENT,8/31/12 23:33,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",35,BLACK,N,N,N,N,,,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.901986,-118.238676
1001076,HIT SHOOTING INCIDENT,3/7/17 23:05,5000 WEST SLAUSON AVENUE,LOS ANGELES,CA,90056,2767,"5000 WEST SLAUSON AVENUE
LOS ANGELES, CA 90056
(33.987686, -118.36568)",41,BLACK,Y,Y,N,Y,N,N,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.987686,-118.36568
1001790,HIT SHOOTING INCIDENT,11/25/19 15:48,4700 EAST WHITTIER BLVD,LOS ANGELES,CA,90022,294,"4700 EAST WHITTIER BLVD
LOS ANGELES, CA 90022
(34.02248, -118.166973)",31,HISPANIC,N,N,Y,,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.02248,-118.166973
1000679,HIT SHOOTING INCIDENT,1/14/16 19:45,NATHAN HILL DRIVE AND SHANGRI-LA DRIVE,CANYON COUNTRY,CA,91351,612,"NATHAN HILL DRIVE AND SHANGRI-LA DRIVE
CANYON COUNTRY, CA 91351
(34.419699, -118.46001)",39,HISPANIC,N,Y,N,Y,N,N,Y,CNS STIMULANT,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.419699,-118.46001
1001601,HIT SHOOTING INCIDENT,9/19/18 18:17,3800 WHITTIER BOULEVARD (SALAZAR PARK),EAST LOS ANGELES,CA,90023,278,"3800 WHITTIER BOULEVARD (SALAZAR PARK)
EAST LOS ANGELES, CA 90023
(34.023893, -118.191189)",18,HISPANIC,N,N,,Y,,,,,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.023893,-118.191189
1001425,NON-HIT SHOOTING INCIDENT,3/21/18 3:15,200 FANSHAW AVENUE,POMONA,CA,91705,,"200 FANSHAW AVENUE
POMONA, CA 91705
(34.103246, -117.748468)",,,N,N,,,,,,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.103246,-117.748468
1001766,NON-HIT SHOOTING INCIDENT,9/2/19 2:06,1400 SOUTH SYDNEY DRIVE,COMMERCE,CA,90040,241,"1400 SOUTH SYDNEY DRIVE
COMMERCE, CA 90040
(34.013317, -118.172871)",20,H,,,,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.013317,-118.172871
1000914,HIT SHOOTING INCIDENT,10/31/16 12:05,9400 PENFIELD AVENUE,CHATSWORTH,CA,91311,4468,"9400 PENFIELD AVENUE
CHATSWORTH, CA 91311
(34.241272, -118.570275)",55,HISPANIC,N,N,N,Y,N,N,N,,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.241272,-118.570275
1000308,HIT SHOOTING INCIDENT,6/24/10 21:35,12100 VENTURA BOULEVARD,STUDIO CITY,CA,91604,3199,"12100 VENTURA BOULEVARD
STUDIO CITY, CA 91604
(34.143549, -118.395437)",18,WHITE,N,N,N,Y,N,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.143549,-118.395437
1000650,NON-HIT SHOOTING INCIDENT,9/24/15 14:45,10100 FOSTER ROAD,BELLFLOWER,CA,90706,1331,"10100 FOSTER ROAD
BELLFLOWER, CA 90706
(33.909787, -118.115353)",45,HISPANIC,N,Y,,,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.909787,-118.115353
1000414,HIT SHOOTING INCIDENT,8/29/12 17:57,21200 SOUTH FIGUEROA STREET,CARSON,CA,90745,1617,"21200 SOUTH FIGUEROA STREET
CARSON, CA 90745
(33.836654, -118.285976)",34,HISPANIC,N,Y,N,Y,Y,Y,Y,HALLUCINOGEN,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.836654,-118.285976
1001542,HIT SHOOTING INCIDENT,5/8/18 23:31,SEAMON AVENUE AND GIOVANE STREET,EL MONTE,CA,91733,560,"SEAMON AVENUE AND GIOVANE STREET
EL MONTE, CA 91733
(34.062711, -118.052881)",21,HISPANIC,N,Y,Y,N,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.062711,-118.052881
1001402,HIT SHOOTING INCIDENT,2/5/18 0:07,12000 ARTESIA BOULEVARD,ARTESIA,CA,90701,1348,"12000 ARTESIA BOULEVARD
ARTESIA, CA 90701
(33.87295, -118.082145)",21,HISPANIC,Y,N,Y,N,N,N,Y,CNS STIMULANT,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.87295,-118.082145
1000474,NON-HIT SHOOTING INCIDENT,1/21/14 14:40,300 MARGNOLIA STREET,COMPTON,CA,90220,2814,"300 MARGNOLIA STREET
COMPTON, CA 90220
(33.896936, -118.226488)",19,HISPANIC,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896936,-118.226488
1001709,NON-HIT SHOOTING INCIDENT,6/6/19 19:30,13100 SOUTH SAN PEDRO STREET,LOS ANGELES,CA,90061,2141,"13100 SOUTH SAN PEDRO STREET
LOS ANGELES, CA 90061
(33.913832, -118.269619)",24,WHITE,N,N,,,,,,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.913832,-118.269619
1000505,HIT SHOOTING INCIDENT,11/7/14 3:48,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",36,WHITE,Y,N,N,Y,N,N,Y,ALCOHOL,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.623568,-118.218742
1001241,HIT SHOOTING INCIDENT,8/16/17 19:17,11600 SLATER STREET,LOS ANGELES,CA,90059,2131,"11600 SLATER STREET
LOS ANGELES, CA 90059
(33.929346, -118.252257)",34,BLACK,N,Y,N,Y,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.929346,-118.252257
1000475,HIT SHOOTING INCIDENT,1/30/14 20:22,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.416026986202446, -118.45865697431232)",47,WHITE,N,N,N,Y,N,N,Y,CNS STIMULANT,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.41602699,-118.458657
1000504,HIT SHOOTING INCIDENT,11/16/14 2:39,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,286,"5300 EAST VERONA STREET
EAST LOS ANGELES, CA 90022
(34.018034, -118.156987)",57,HISPANIC,N,N,N,Y,N,N,Y,ALCOHOL,4,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.018034,-118.156987
1000471,HIT SHOOTING INCIDENT,11/15/13 18:41,2400 EARLE AVENUE,ROSEMEAD,CA,91770,533,"2400 EARLE AVENUE
ROSEMEAD, CA 91770
(34.055388, -118.08504)",21,HISPANIC,N,N,N,Y,N,N,Y,ALCOHOL,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.055388,-118.08504
1000458,HIT SHOOTING INCIDENT,9/17/13 16:27,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,283,"3RD STREET AND HUMPHREYS AVENUE
EAST LOS ANGELES, CA 90063
(34.033221, -118.171927)",25,HISPANIC,N,Y,Y,N,Y,N,Y,CNS DEPRESSANT,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.033221,-118.171927
1002010,HIT SHOOTING INCIDENT,9/10/20 5:36,500 SOUTH BRADFIELD,COMPTON,CA,90221,2846,"500 SOUTH BRADFIELD
COMPTON, CA 90221
(33.89152, -118.204295)",41,HISPANIC,N,N,N,Y,,,,,8,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.89152,-118.204295
1000689,HIT SHOOTING INCIDENT,3/5/16 23:01,800 120TH STREET,LOS ANGELES,CA,90044,378,"800 120TH STREET
LOS ANGELES, CA 90044
(33.923549, -118.290076)",26,BLACK,N,Y,Y,N,,,,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.923549,-118.290076
1000465,HIT SHOOTING INCIDENT,10/27/13 1:27,16400 WOODRUFF AVE.,BELLFLOWER,CA,90706,1337,"16400 WOODRUFF AVE.
BELLFLOWER, CA 90706
(33.88556, -118.117335)",57,BLACK,Y,N,N,Y,Y,N,Y,MARIJUANA,2,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.88556,-118.117335
1001646,HIT SHOOTING INCIDENT,3/31/19 22:47,600 W. ALONDRA BLVD,COMPTON,CA,90220,2835,"600 W. ALONDRA BLVD
COMPTON, CA 90220
(33.88842, -118.237096)",15,HISPANIC,N,N,Y,N,N,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.88842,-118.237096
1000486,HIT SHOOTING INCIDENT,5/26/14 9:45,6900 LONG BEACH BLVD,LONG BEACH,CA,90805,2899,"6900 LONG BEACH BLVD
LONG BEACH, CA 90805
(33.879473, -118.204286)",23,HISPANIC,N,Y,N,Y,Y,N,Y,HALLUCINOGEN,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.879473,-118.204286
